ResponseID,response_id,assignment_id,completion_code,numericDate
R_1mUbZJCsMZGe1kq,43337.0,000286f801--659eafbe07cbe62da5d82cec,44767121.0,2024-01-10 08:24:51
R_25L0rK65iQPivAJ,30297.0,000286f801--659eafeb07cbe62da5d8321b,31296801.0,2024-01-10 08:34:56
R_3qu1s8VYB6nU2KB,63357.0,000286f801--659eb01e6751536cb8ebfbf5,65447781.0,2024-01-10 08:37:49
R_4EyTQv8qUlJmqYK,62333.0,000286f801--659eb1e06751536cb8ec4279,64389989.0,2024-01-10 08:38:16
R_4uKEiMb6lZSmKUf,14595.0,000286f801--659eb2d47571f44604dcf71f,15076635.0,2024-01-10 08:49:41
R_2uheNJEiG3Eyfjr,50021.0,000286f801--659eafc27571f44604dc88b3,51671693.0,2024-01-10 09:00:12
R_7ccRreoL914yiGZ,45360.0,000286f801--659eb779f7ca8e11652d6e2f,46856880.0,2024-01-10 09:05:26
R_7wKN0zqCDEUWl44,24633.0,000286f801--659eb2c47571f44604dcf530,25445889.0,2024-01-10 09:08:01
R_2G7cwrF5YcTr14I,72847.0,000286f801--659eb989f7ca8e11652dbf39,75250951.0,2024-01-10 09:09:19
R_82rJMOWRzwM23Jp,13628.0,000286f801--659eb9ae07cbe62da5da16e3,14077724.0,2024-01-10 09:40:23
R_2X7rc0mbMYqku3G,62639.0,000286f801--659ec85a8dfe8b62f25c5f1c,64706087.0,2024-01-10 10:03:29
R_5cRK9lcSwAxdHM1,27301.0,000286f801--659ecbed8db9654e90041c22,28201933.0,2024-01-10 10:08:18
R_6CyxVdjAGHszVMN,80013.0,000286f801--659ec7bc14c7c70ebcf498aa,82653429.0,2024-01-10 10:15:17
R_2JrwCfXnG1KWWYx,26348.0,000286f801--659ec6a48dfe8b62f25c1f38,27217484.0,2024-01-10 10:18:48
R_2vZJ4QlNxSC6UEo,59384.0,000286f801--659ed02cb062d60448908230,61343672.0,2024-01-10 10:27:06
R_7w6OgPiJHQgHhbH,10106.0,000286f801--659edaa78dfe8b62f25ea5d4,10439498.0,2024-01-10 11:22:54
R_41XV5VbJ7ja4ivG,72765.0,000286f801--659ed6af8dfe8b62f25e2723,75166245.0,2024-01-10 11:55:08
R_4f8C2vOtOufncR3,26451.0,000286f801--659ef9058db9654e90094b45,27323883.0,2024-01-10 13:42:27
R_8RX4tcNF49LsLdr,64794.0,000286f801--659ef7d98db9654e90092f84,66932202.0,2024-01-10 13:53:24
R_2VF7c0wc59VY7Xm,35957.0,000286f801--659f0090b062d60448959ff9,37143581.0,2024-01-10 14:31:55
R_2j8BXf8CfPdfe2l,80944.0,000286f801--659f72a6b062d604489c1883,83615152.0,2024-01-10 22:25:25
R_4jwTfhPvm9mduBT,78439.0,000286f801--659f86ba8dfe8b62f26b01d3,81027487.0,2024-01-10 23:56:04
R_5NDkwHtAONqWVN7,89164.0,000286f801--659f9e9b14c7c70ebc0545af,92106412.0,2024-01-11 01:24:54
R_2vYAGM2UY5O7Kal,33536.0,000286f801--65d1281e1a387e66489358de,34642688.0,2024-02-17 15:08:59
R_4r25lIYLuT8Lem7,28002.0,000286f801--65d129263714483328498692,28926066.0,2024-02-17 15:11:50
R_1Q5QZlYPi01yyxk,77062.0,000286f801--65d127efc70b7c68ae29cc40,79605046.0,2024-02-17 15:21:41
R_5dt2wZsVI1JZGSP,73313.0,000286f801--65d12b9e51a9b727d70974b3,75732329.0,2024-02-17 15:51:48
R_4e5dlZ0PyhhADwb,39559.0,000286f801--65d12e111a387e664893ac45,40864447.0,2024-02-17 15:53:24
R_1u9s1lOAfdqEK9r,86860.0,000286f801--65d13215371448332849f797,89726380.0,2024-02-17 16:09:17
R_3S2mb8nK05TkrJF,56171.0,000286f801--65d134bbc70b7c68ae2a7c4a,58024643.0,2024-02-17 16:38:23
R_3lQtwADfYZQnreo,67913.0,000286f801--65d1398337144833284a4bff,70154129.0,2024-02-17 16:41:21
R_46yqccmKMNAUHXH,49393.0,000286f801--65d13c891a387e66489464ad,51022969.0,2024-02-17 17:09:34
R_6mJL2T32QFjCtjo,50014.0,000286f801--65d1535051a9b727d70b16e5,51664462.0,2024-02-17 18:49:01
R_8X0PnBWjION9rd9,44474.0,000286f801--65d17aa21a387e66489733d8,45941642.0,2024-02-17 21:49:35
R_2WgdMS98YkHrisp,44435.0,000286f801--65d18a5637144833284d950d,45901355.0,2024-02-17 22:37:15
R_8uQK7WBCGvqwsc2,82673.0,000286f801--65d1928437144833284edc8f,85401209.0,2024-02-17 22:53:16
R_4R9UteHBe9ayiJ5,15636.0,000286f801--65d1a03d37144833284f7edb,16151988.0,2024-02-17 23:49:37
R_1bUYUYTPSGOtxEb,57676.0,000286f801--65d1a8d537144833284ff718,59579308.0,2024-02-18 00:22:32
R_5ZKbPUIV1Y9wQmP,92233.0,000286f801--65d1ad1a37144833285030ef,95276689.0,2024-02-18 00:26:11
R_28XNubjgCIIleZW,69826.0,000286f801--65d1a91a37144833284ffa94,72130258.0,2024-02-18 00:31:39
R_665iCsJqLcWP0xX,46398.0,000286f801--65d1ab7a730d7d77564fff40,47929134.0,2024-02-18 00:44:32
R_5npwRlLlx3svZj5,15583.0,000286f801--65d1b673371448332850fa77,16097239.0,2024-02-18 01:40:30
R_2ZIdYYWhU06CDpv,66102.0,000286f801--65d1bc2d1a387e66489c48fe,68283366.0,2024-02-18 02:32:58
R_4WxaZZlJgLGfBnw,63322.0,000286f801--65d1dc5551a9b727d7138c5b,65411626.0,2024-02-18 04:48:48
R_5MJARxl4jHzRt8R,45501.0,000286f801--65d1e4a4c70b7c68ae36ab9f,47002533.0,2024-02-18 04:49:11
R_2JKqiMcfWrGHeVV,54680.0,000286f801--65d1ebeec70b7c68ae3768ec,56484440.0,2024-02-18 04:57:14
R_4OQcBAkXpSczBm2,13214.0,000286f801--65d1ead4c70b7c68ae3749fe,13650062.0,2024-02-18 05:09:26
R_8FgJFiRKsqLYiqK,80790.0,000286f801--65d1eebdc70b7c68ae37dc37,83456070.0,2024-02-18 05:22:40
R_6xJh3ZBwnT0TwBd,42835.0,000286f801--65d1ed1851a9b727d7151c22,44248555.0,2024-02-18 05:29:52
R_4PiWn2QqnFp6cGB,70355.0,000286f801--65d1f38851a9b727d715d783,72676715.0,2024-02-18 05:56:45
R_3QL92yMKERl7i6k,42869.0,000286f801--65d1fecc371448332857bde2,44283677.0,2024-02-18 06:45:07
R_4cZHn4bOqZTb9MV,98640.0,000286f801--65d204d137144833285845c2,101895120.0,2024-02-18 06:50:26
R_4RvUS1JX9NZbkXG,78637.0,000286f801--65d20a141a387e6648a3f54e,81232021.0,2024-02-18 07:27:12
R_5qmxUer5fSPZ4Ma,51553.0,000286f801--65d209dbc70b7c68ae3abf0d,53254249.0,2024-02-18 07:38:55
R_4j4VM634eFPUuGd,70415.0,000286f801--65d21645730d7d7756594b9a,72738695.0,2024-02-18 08:16:42
R_6oHofBG3bSuWQG6,78861.0,000286f801--65d21f1037144833285a665e,81463413.0,2024-02-18 08:49:43
R_4ah15WcnqR3Cf8L,43773.0,000286f801--65d230e5c70b7c68ae3e8332,45217509.0,2024-02-18 09:52:33
R_4ND0Inp2liB2wvv,48707.0,000286f801--65d2308251a9b727d71b0778,50314331.0,2024-02-18 10:19:36
R_5CUb9vi6MuauvaS,54970.0,000286f801--65d3564a51a9b727d730a2f1,56784010.0,2024-02-19 06:54:27
R_5RjFippwPAGdvEM,4197.0,bot_SV_eUHQR9fgYjK9OWW_f28d4629-66c8-483d-8d10-88c8dc15ff18,4335501.0,2024-02-26 05:51:33
R_6JUR9nyWXuNEzVC,1325.0,bot_SV_eUHQR9fgYjK9OWW_16eadba3-2b2b-47cb-a1f0-9e98c60b8708,1368725.0,2024-02-26 08:26:46
R_2XCfJduns6bXoHv,3837.0,bot_SV_eUHQR9fgYjK9OWW_1c071aaa-0ee8-4aca-8fd6-161e186cede0,3963621.0,2024-02-26 08:32:58
R_5fknVSth3ctQglX,5431.0,bot_SV_eUHQR9fgYjK9OWW_0ca5bd1d-90e6-4c9a-8ef7-d34c5f06ee97,5610223.0,2024-02-26 08:34:58
R_8y1xSQ9qBOKjCIH,9542.0,bot_SV_eUHQR9fgYjK9OWW_313c753e-df7a-4206-b996-aa3402e48e37,9856886.0,2024-02-26 08:35:16
R_5QMPst8909dFOLK,2525.0,bot_SV_eUHQR9fgYjK9OWW_28cea368-64c7-40c1-b386-5e9dbb00f60f,2608325.0,2024-02-26 08:49:53
R_41oKvzh4lzk7736,1763.0,bot_SV_eUHQR9fgYjK9OWW_cae027f3-1b0c-421c-bab3-92679ca5c3e7,1821179.0,2024-02-26 08:51:05
R_6eKawVuozhQc9DO,9232.0,bot_SV_eUHQR9fgYjK9OWW_8d6911e3-0cd5-41a8-b2d8-16536e7bde22,9536656.0,2024-02-26 08:53:07
R_7LkGocvQ76iGIVr,7547.0,bot_SV_eUHQR9fgYjK9OWW_6fb59374-653a-4519-b7e3-c961212b1348,7796051.0,2024-02-26 09:00:59
R_2pWhvcRWGj6lk4U,8813.0,bot_SV_eUHQR9fgYjK9OWW_ef09cd96-6bad-4919-945e-0a246e2e24c1,9103829.0,2024-02-26 09:06:51
R_7nGdCAgdTUpjr4v,9001.0,bot_SV_eUHQR9fgYjK9OWW_752f3663-df34-4505-800d-58192a01ceb5,9298033.0,2024-02-26 09:25:01
R_6bJFuMqke1HMqtF,9739.0,bot_SV_eUHQR9fgYjK9OWW_7f4f90f5-8a16-4aed-981d-b55dc62f596d,10060387.0,2024-02-26 09:36:58
R_8eS6vWfedtYWcfM,7977.0,bot_SV_eUHQR9fgYjK9OWW_cf039094-73e6-4fbe-81a8-8b6d060d074f,8240241.0,2024-02-26 09:56:20
R_1gcL653mqM9IpJs,7983.0,bot_SV_eUHQR9fgYjK9OWW_6faac871-f7b5-435d-9f8e-2de81b40868b,8246439.0,2024-02-26 10:08:52
R_8QmI9z45B5tFnnl,5907.0,bot_SV_eUHQR9fgYjK9OWW_ad532f28-0bd0-4093-b86b-8d274147ca25,6101931.0,2024-02-26 10:25:07
R_2hQH5Wy3PpsOSoC,9186.0,bot_SV_eUHQR9fgYjK9OWW_04234cdd-d480-4773-90c0-8ee1f3844e24,9489138.0,2024-02-26 11:40:56
R_6FPyL5FROkxUc2T,6388.0,bot_SV_eUHQR9fgYjK9OWW_cd4814a5-9a55-45ff-8b12-15bcf772923d,6598804.0,2024-02-26 14:05:06
R_8dLoVB3ZrIjygRo,4939.0,bot_SV_eUHQR9fgYjK9OWW_99f30c0f-ca60-4aee-a5cf-a21a4e346dcc,5101987.0,2024-02-26 16:47:52
R_1mUAOckMdW1axW0,4217.0,bot_SV_eUHQR9fgYjK9OWW_aa416cf1-f63a-4f45-84d9-da768e6b0b88,4356161.0,2024-02-27 01:31:21
R_3KjRnMa33xOSElX,5439.0,bot_SV_eUHQR9fgYjK9OWW_a9548c95-cd79-4736-82ba-ee230beb8822,5618487.0,2024-04-11 13:27:47
R_2r0yvzhdvoemzxF,3323.0,bot_SV_eUHQR9fgYjK9OWW_1bd98d80-24dc-4943-be7c-77bfa5130f9f,3432659.0,2024-04-11 13:33:26
R_8sobFhX6HrFn7Bz,8293.0,bot_SV_eUHQR9fgYjK9OWW_ffd914fd-8822-432c-b517-771b92e82373,8566669.0,2024-04-11 13:33:40
R_2lRgSGW1YruuMZx,9697.0,bot_SV_eUHQR9fgYjK9OWW_46e643da-3d2d-4bce-93d0-fce6ee0dc92d,10017001.0,2024-04-11 13:34:08
R_1S7jnErb0bsFMZl,2925.0,bot_SV_eUHQR9fgYjK9OWW_03aa52bb-2bb3-4807-8cb5-457e412c0b07,3021525.0,2024-04-11 13:38:01
R_2PXeLpoopxvIsrK,7339.0,bot_SV_eUHQR9fgYjK9OWW_b75463a5-4f61-457e-93e0-ac6ccdcfc0c5,7581187.0,2024-04-11 13:42:53
R_2lL9IRmZFSF7MTn,4490.0,bot_SV_eUHQR9fgYjK9OWW_09e024be-daf4-4f1e-b1cb-57275bfc534d,4638170.0,2024-04-11 14:33:01
R_5lSqFJLvB9nYzIy,7474.0,bot_SV_eUHQR9fgYjK9OWW_12d0489e-984f-4fdf-9f5f-7f6a0c793616,7720642.0,2024-04-11 14:35:45
R_3jcDcMCd54haDtl,5783.0,bot_SV_eUHQR9fgYjK9OWW_a1dc58d3-dd90-4b98-8495-ab82a15c0d09,5973839.0,2024-04-11 15:40:46
R_1NUoIJ9fi2QccSS,1108.0,bot_SV_eUHQR9fgYjK9OWW_39d2b89d-b126-49e9-b90d-6dddb1520b1c,1144564.0,2024-04-11 15:41:08
R_2OZEqpP4oPA4k5X,4320.0,bot_SV_eUHQR9fgYjK9OWW_3f8d4315-f3e1-4e1a-a9bf-9f077d98d549,4462560.0,2024-04-11 15:41:38
R_36uEqTqeLBattOp,7295.0,bot_SV_eUHQR9fgYjK9OWW_fa2834b0-117e-4f66-b675-d2c5e53fce95,7535735.0,2024-04-11 15:43:28
R_1EbakJu4AK1oqtc,9409.0,bot_SV_eUHQR9fgYjK9OWW_979ff66f-2f5f-42ed-8219-e5a91c11242c,9719497.0,2024-04-11 15:50:19
R_2cpy4FawNoxsZn3,1639.0,bot_SV_eUHQR9fgYjK9OWW_1278da3a-4c29-46c8-a10a-1bda42f36d55,1693087.0,2024-04-11 16:15:49
R_4aQrN2REwquk13i,7859.0,bot_SV_eUHQR9fgYjK9OWW_9058ab03-d1d5-4183-a5e8-89d6e5eee5b3,8118347.0,2024-04-11 16:18:46
R_2tE7aKir03iPMO2,7039.0,bot_SV_eUHQR9fgYjK9OWW_cf542a23-c187-42fa-8447-650e313dd838,7271287.0,2024-04-11 16:20:13
R_31BFFEqQpCw5Iel,9927.0,bot_SV_eUHQR9fgYjK9OWW_f8bce7ec-51f0-4c25-b502-f21e3eae54b7,10254591.0,2024-04-11 16:20:38
R_1iKZ134zogX6UR1,6439.0,bot_SV_eUHQR9fgYjK9OWW_9a6e3ebe-3de5-446a-986d-f1d89a5479c5,6651487.0,2024-04-11 16:31:24
R_6BtXkpSbPWYIE7L,7924.0,bot_SV_eUHQR9fgYjK9OWW_d19dcb89-a3e5-41c4-bc4d-4875732bde8f,8185492.0,2024-04-11 17:28:01
R_5JdPhbmoLy5psVm,5016.0,bot_SV_eUHQR9fgYjK9OWW_bea3182a-9586-4eab-9986-8b1a4d863c4b,5181528.0,2024-04-11 20:46:07
R_2cUIlMiubI25NLz,9140.0,bot_SV_eUHQR9fgYjK9OWW_633d1e08-3139-4ef4-a2c2-47356b8c1e77,9441620.0,2024-04-11 21:36:52
R_4o1OAtoXOTPc6zk,6237.0,bot_SV_eUHQR9fgYjK9OWW_1f1edcb1-7bd2-41a3-89fc-5b38ce618264,6442821.0,2024-04-11 22:37:23
R_4SkOLQoKdqe0DsZ,5169.0,bot_SV_eUHQR9fgYjK9OWW_327ce2cd-05b4-4d54-a02b-6635498c16c9,5339577.0,2024-04-11 22:42:58
R_8X0Qm8sEUTa0t27,6446.0,bot_SV_eUHQR9fgYjK9OWW_5b40a810-381c-4cc8-9620-a246b368ee1d,6658718.0,2024-04-11 22:53:14
R_17ygsutCtcIhucF,6684.0,bot_SV_eUHQR9fgYjK9OWW_2569d4b2-8008-4918-b465-0b42cbc4c8c8,6904572.0,2024-04-11 23:07:47
R_1Ug81AmT1lPIDE8,9065.0,bot_SV_eUHQR9fgYjK9OWW_0b4d8d70-12fd-4d90-bbc5-5d57d744160e,9364145.0,2024-04-11 23:09:27
R_2siC7fgOI3ekuxU,1810.0,bot_SV_eUHQR9fgYjK9OWW_6e9aa09c-a5c2-4daf-85d0-50a3e2e6c87d,1869730.0,2024-04-11 23:14:50
R_2fnHsgRFlRcjagN,8966.0,bot_SV_eUHQR9fgYjK9OWW_6541c20a-1887-4b36-8238-3f8498e6f90f,9261878.0,2024-04-11 23:22:20
R_5OOBvLIkQKJI5NS,2273.0,bot_SV_eUHQR9fgYjK9OWW_7371006d-4d88-4fff-8c04-d2a2a42e6539,2348009.0,2024-04-11 23:25:24
R_8zGDluMelepIZXA,2496.0,bot_SV_eUHQR9fgYjK9OWW_7430cd50-c86d-4906-9dc8-6764240ef5ec,2578368.0,2024-04-11 23:59:18
R_1fiK0xeVC7ITuuS,5060.0,bot_SV_eUHQR9fgYjK9OWW_a21cf20f-5f52-4dee-8af1-4b64b0b93992,5226980.0,2024-04-12 00:03:53
R_4TVYWNj4aUsQXF7,4170.0,bot_SV_eUHQR9fgYjK9OWW_a9f89bc4-760f-4909-8a2f-80b25b619647,4307610.0,2024-04-12 00:10:44
R_3dfQb6eWMkknvRj,4045.0,bot_SV_eUHQR9fgYjK9OWW_055e86e8-8cb5-4054-8b66-9de0d0b4e363,4178485.0,2024-04-12 00:12:10
R_7wNFcvY0F30MGTD,7801.0,bot_SV_eUHQR9fgYjK9OWW_ec76f07c-6b66-49aa-b056-cda35e37e2ab,8058433.0,2024-04-12 00:16:56
R_2wcUdAMIBOFjocR,2553.0,bot_SV_eUHQR9fgYjK9OWW_326754aa-4525-425a-ab77-46e397867daa,2637249.0,2024-04-12 00:26:13
R_2BgesD26LfH1GdH,1737.0,bot_SV_eUHQR9fgYjK9OWW_e0b0850a-a7d7-43ec-a48b-9757f3524017,1794321.0,2024-04-12 00:35:11
R_2CJ0nYSsXeeoitj,7461.0,bot_SV_eUHQR9fgYjK9OWW_84609e99-1a70-4d28-88a1-6ecdcd00ec95,7707213.0,2024-04-12 01:00:48
R_8RSM0zWXcloEroB,4751.0,bot_SV_eUHQR9fgYjK9OWW_c8406aa1-c7ce-4ff9-92f5-f7c8840740b7,4907783.0,2024-04-12 01:12:33
R_7Uft6bGpjueGI3s,1991.0,bot_SV_eUHQR9fgYjK9OWW_6c0c3a9e-d1d8-40ef-8b2e-2dc3a828a3da,2056703.0,2024-04-12 01:17:18
R_3mfuZP0cvfuBnws,1602.0,bot_SV_eUHQR9fgYjK9OWW_e0c45fac-809a-43ea-97e2-6e46aa5976b2,1654866.0,2024-04-12 01:39:59
R_3Dvclswr3FkwsQd,4372.0,bot_SV_eUHQR9fgYjK9OWW_4d6efea5-36ea-44c2-82bc-b12ecb25d9d0,4516276.0,2024-04-12 01:40:19
R_1esF51fMHtZX2je,9061.0,bot_SV_eUHQR9fgYjK9OWW_db601d75-1987-46dc-bcb8-096bbc98083e,9360013.0,2024-04-12 01:46:21
R_5ngwaNFCyRizTEd,7164.0,bot_SV_eUHQR9fgYjK9OWW_2726d3fb-09cf-429b-a971-05c7f8e893ab,7400412.0,2024-04-12 01:46:58
R_2R1SFkEf0QLQpUV,1371.0,bot_SV_eUHQR9fgYjK9OWW_7b4a79de-b465-4032-9dad-aee75e912a3f,1416243.0,2024-04-12 01:48:41
R_15TK8EzQu3tdPTh,8211.0,bot_SV_eUHQR9fgYjK9OWW_5a901855-5733-4b4e-9abc-899a0cc8e7a1,8481963.0,2024-04-12 01:50:18
R_38Tih88yJ2rHyM6,2839.0,bot_SV_eUHQR9fgYjK9OWW_5190bbd4-5f9b-4dc2-808c-b98c0c66c3aa,2932687.0,2024-04-12 01:50:40
R_2CIwamFowHmcBGK,2750.0,bot_SV_eUHQR9fgYjK9OWW_c4fbeb6d-f100-4956-a37e-cf5edb5a8310,2840750.0,2024-04-12 01:51:11
R_3PssxyKKYcaUe3L,1017.0,bot_SV_eUHQR9fgYjK9OWW_b12ab5ea-7319-497c-82d6-63333aa90d09,1050561.0,2024-04-12 01:51:17
R_8d9S7nAddMW0QaY,7355.0,bot_SV_eUHQR9fgYjK9OWW_8b554974-4f50-48fd-8dad-2e2a23d6c3e3,7597715.0,2024-04-12 01:51:23
R_7pWCKyFhTykPu3M,1087.0,bot_SV_eUHQR9fgYjK9OWW_f59a5999-fa12-4d81-ba8a-2fd035a756b6,1122871.0,2024-04-12 01:55:41
R_5WH56zuvckkKS3v,9106.0,bot_SV_eUHQR9fgYjK9OWW_1ae81d15-86f7-42b6-8bef-6856d117379b,9406498.0,2024-04-12 01:55:50
R_7uCldKnygS3KFOV,5357.0,bot_SV_eUHQR9fgYjK9OWW_cf7b0742-1297-4748-8257-3aaf5c1d3899,5533781.0,2024-04-12 01:57:55
R_2PUgnxglQMRSwn9,3893.0,bot_SV_eUHQR9fgYjK9OWW_a051ea3f-c9b2-4d12-9b54-73013dd40552,4021469.0,2024-04-12 01:59:02
R_1ilCst1sFloWB2x,4716.0,bot_SV_eUHQR9fgYjK9OWW_56dacd73-8025-401e-a5c5-dee4f159cd3f,4871628.0,2024-04-12 02:00:43
R_7VMAoMKC92aA5c5,6384.0,bot_SV_eUHQR9fgYjK9OWW_1e3ce9de-178c-4785-a335-194f3e0ac8f8,6594672.0,2024-04-12 02:01:29
R_5gXwvqJGIwFdH6J,1460.0,bot_SV_eUHQR9fgYjK9OWW_46fe26e9-41b1-4c5d-b5cd-506f5cadc924,1508180.0,2024-04-12 02:03:19
R_4Qupy5xGJOB7MEU,5107.0,bot_SV_eUHQR9fgYjK9OWW_00c212e7-0731-49c9-9143-47b8b537b9be,5275531.0,2024-04-12 02:03:37
R_3UVkmFuBnuNyr0m,6352.0,bot_SV_eUHQR9fgYjK9OWW_04cc75d8-89fc-49e3-bd93-c462476b8970,6561616.0,2024-04-12 02:04:13
R_71p4ypIHWamh362,5438.0,bot_SV_eUHQR9fgYjK9OWW_c80530f0-fd18-47b6-ace8-4df850888014,5617454.0,2024-04-12 02:04:28
R_8PY1sgLcnkoOESl,6127.0,bot_SV_eUHQR9fgYjK9OWW_5fb7e1c4-450a-4d9c-9216-0b7279efd0a7,6329191.0,2024-04-12 02:05:27
R_6fjyPYLnwIm7EMS,9130.0,bot_SV_eUHQR9fgYjK9OWW_80254821-740c-4747-bf6b-6519743e7909,9431290.0,2024-04-12 02:07:25
R_5pgNK0Im3qzguxG,8086.0,bot_SV_eUHQR9fgYjK9OWW_8af00999-6e09-4d49-9c59-28be7bd6071e,8352838.0,2024-04-12 02:10:47
R_1V7MigR8krkZGni,2478.0,bot_SV_eUHQR9fgYjK9OWW_9af8ef5b-37ee-49db-b631-48d1680d8ba5,2559774.0,2024-04-12 02:13:53
R_4I5iojCUDgjH1az,7964.0,bot_SV_eUHQR9fgYjK9OWW_f45ee239-43be-49f2-be97-3ba4dc064ab5,8226812.0,2024-04-12 02:14:35
R_7AxlQv4YA1XFR1D,1691.0,bot_SV_eUHQR9fgYjK9OWW_99e78f2a-80f8-4d0d-9959-62c8bcf29ee5,1746803.0,2024-04-12 02:15:09
R_7rFwzZUfa2IqRoJ,1812.0,bot_SV_eUHQR9fgYjK9OWW_b802cf4c-cc63-4eea-9790-2b713b5048e2,1871796.0,2024-04-12 02:15:22
R_5dQeanSIqjsdhQJ,6701.0,bot_SV_eUHQR9fgYjK9OWW_ae278abe-981b-4a49-b2e3-6e4f0e72a3d2,6922133.0,2024-04-12 02:16:31
R_2QBT53Hc68dqk2R,5920.0,bot_SV_eUHQR9fgYjK9OWW_8625282c-c331-41b5-b59b-6761c3789adf,6115360.0,2024-04-12 02:20:04
R_1cpGElxpO1UtF9z,2894.0,bot_SV_eUHQR9fgYjK9OWW_67abaff3-960f-4261-9f75-85260fd47bbb,2989502.0,2024-04-12 02:24:50
R_30IBToqeO4nnhAc,6286.0,bot_SV_eUHQR9fgYjK9OWW_2c15947d-e874-4b7f-bc9c-eb470bce71ec,6493438.0,2024-04-12 02:25:21
R_4DZjRTlBLzwrX85,3292.0,bot_SV_eUHQR9fgYjK9OWW_a6ef959b-993e-4e20-96e5-da1398b6b699,3400636.0,2024-04-12 02:26:24
R_89bvEFVIBLT4ZEh,2209.0,bot_SV_eUHQR9fgYjK9OWW_cc6045bc-7582-4b41-9249-0b5ae92ee778,2281897.0,2024-04-12 02:27:32
R_2ltTFsE4rhxoLj6,4329.0,bot_SV_eUHQR9fgYjK9OWW_6a09b6d3-a226-467b-a231-f64dd261ad99,4471857.0,2024-04-12 02:28:46
R_1qgkPde1rA6HgcP,3004.0,bot_SV_eUHQR9fgYjK9OWW_2f799815-d8b5-450c-a0e2-14be1225d6a3,3103132.0,2024-04-12 02:33:39
R_2gp39q6paUnVGxP,2876.0,bot_SV_eUHQR9fgYjK9OWW_fd45d310-a5a8-4fa7-aa97-cb76e1d13335,2970908.0,2024-04-12 02:36:30
R_2LzjOsdK8EUz1Bv,4026.0,bot_SV_eUHQR9fgYjK9OWW_eef922e1-0282-4b4b-bc07-14cffd251a37,4158858.0,2024-04-12 02:37:49
R_8dF6SsoI3GdlhXm,1342.0,bot_SV_eUHQR9fgYjK9OWW_d02a5e24-cd5b-4992-b41f-ce03642fecd4,1386286.0,2024-04-12 02:38:17
R_7SxxhQVKTRCtzup,6959.0,bot_SV_eUHQR9fgYjK9OWW_63b68a28-d965-4caf-a677-b47cbee60bb0,7188647.0,2024-04-12 02:38:28
R_597as7gpWquimgV,7884.0,bot_SV_eUHQR9fgYjK9OWW_acedb2ed-06ff-4234-81e1-464195b8578a,8144172.0,2024-04-12 02:42:26
R_71jsgvKOwxy3BHj,9182.0,bot_SV_eUHQR9fgYjK9OWW_c7398eda-25cc-4ea0-8f26-5fe72919e3b4,9485006.0,2024-04-12 02:46:33
R_2jGS1AOhgXixKbl,6288.0,bot_SV_eUHQR9fgYjK9OWW_f7293ea6-5586-49b3-9ee1-226974cd2516,6495504.0,2024-04-12 02:47:33
R_2R3ghqRzwO5Xpi5,1758.0,bot_SV_eUHQR9fgYjK9OWW_1236be38-12aa-4bcd-809a-8272c74cea7d,1816014.0,2024-04-12 02:50:16
R_2FzkbfAXkuHOsJC,2388.0,bot_SV_eUHQR9fgYjK9OWW_802bf988-ffd8-4029-b7a1-4c4c048b8e9b,2466804.0,2024-04-12 02:53:45
R_5VCJW0y3d3xpgHL,3467.0,bot_SV_eUHQR9fgYjK9OWW_78543903-5db2-467f-8b34-eb8a818307f8,3581411.0,2024-04-12 02:55:35
R_21MdGvyxwVtI6cW,5020.0,bot_SV_eUHQR9fgYjK9OWW_484528e1-4d37-477e-9117-47ae8b2f4cc4,5185660.0,2024-04-12 02:59:17
R_2m3lmBi3BCLFevA,7125.0,bot_SV_eUHQR9fgYjK9OWW_f3c76db4-78df-4e92-a9ce-9d361a8ee294,7360125.0,2024-04-12 03:00:33
R_5e8WQGly3dCY1w9,4782.0,bot_SV_eUHQR9fgYjK9OWW_b5969aa3-3dc2-48ff-845f-b641825f7de7,4939806.0,2024-04-12 03:04:34
R_2VDOoJIyu4ydTHB,6827.0,bot_SV_eUHQR9fgYjK9OWW_24806f01-784b-4b7e-b34d-1a50f79cc7de,7052291.0,2024-04-12 03:05:45
R_4eKpWFZm7IOVCKJ,8669.0,bot_SV_eUHQR9fgYjK9OWW_1f5c2155-2cbd-4432-ace3-64835e2476cc,8955077.0,2024-04-12 03:05:47
R_2irjwIjdWZBDGNZ,4984.0,bot_SV_eUHQR9fgYjK9OWW_81aff473-a3ce-4833-8fb1-5cc9d493cd8e,5148472.0,2024-04-12 03:06:37
R_2ztZ5962VjkQSwb,9508.0,bot_SV_eUHQR9fgYjK9OWW_34f16699-9e09-469c-a8b1-c76a33ec454e,9821764.0,2024-04-12 03:24:17
R_2ypydENUIDJxbBx,8879.0,bot_SV_eUHQR9fgYjK9OWW_83a9a3a8-ce20-4ca8-8091-65a2ea7b70a4,9172007.0,2024-04-12 03:26:00
R_5qqMqFjt8bKcZRn,5152.0,bot_SV_eUHQR9fgYjK9OWW_159a97b4-7205-471c-beda-7d7e19eb8ca0,5322016.0,2024-04-12 03:26:28
R_2sIQOvKnDDfeuOd,3184.0,bot_SV_eUHQR9fgYjK9OWW_56af592b-3354-4001-a86e-efe8ae434296,3289072.0,2024-04-12 03:37:48
